task_id,rep,n,p,p_eff,corr,auc,ci_width,ci_lower,ci_upper,selected_mtry,selected_ntree,class_balance
1531,11,500,10,2.3584905660377364,0.6,0.9295454545454547,0.04082681017612522,0.9041518413093755,0.9449786514855008,5,500,0.484
1532,12,500,10,2.3584905660377364,0.6,0.9429866666666668,0.03654888888888885,0.9232911111111111,0.9598399999999999,3,300,0.498
1534,14,500,10,2.3584905660377364,0.6,0.9495685821028286,0.029658868528731563,0.9349959971535314,0.964654865682263,2,600,0.516
1533,13,500,10,2.3584905660377364,0.6,0.9396711111111111,0.03480444444444453,0.9171911111111111,0.9519955555555556,1,100,0.498
1535,15,500,10,2.3584905660377364,0.6,0.942321047008547,0.035069444444444486,0.9235443376068375,0.958613782051282,5,200,0.482
1536,16,500,10,2.3584905660377364,0.6,0.9500269010043041,0.03070301291248201,0.9345476147776184,0.9652506276901004,3,500,0.456
1537,17,500,10,2.3584905660377364,0.6,0.9249066500711238,0.04136735419630144,0.9048586415362732,0.9462259957325746,2,200,0.492
1538,18,500,10,2.3584905660377364,0.6,0.9243422222222224,0.03370222222222219,0.908348888888889,0.9420511111111112,1,300,0.5
1542,2,500,10,1.8484288354898337,0.7,0.9657570205447821,0.023955860551255315,0.954138582710816,0.9780944432620713,2,200,0.51
1543,3,500,10,1.8484288354898337,0.7,0.9738886913229017,0.023506401137980193,0.9625733463726884,0.9860797475106686,2,500,0.494
1540,20,500,10,2.3584905660377364,0.6,0.942369976449825,0.036667087491709105,0.924318502261004,0.9609855897527131,2,200,0.49
1541,1,500,10,1.8484288354898337,0.7,0.9297309982151367,0.04447315056093004,0.9046660571399215,0.9491392077008516,4,300,0.51
1539,19,500,10,2.3584905660377364,0.6,0.9384237521648882,0.032946826528793105,0.919716081297914,0.9526629078267072,3,600,0.53
1544,4,500,10,1.8484288354898337,0.7,0.9674386557610241,0.022070590327169293,0.957087926742532,0.9791585170697013,5,600,0.504
1546,6,500,10,1.8484288354898337,0.7,0.9557380698005697,0.029458244301994285,0.9367743945868946,0.9662326388888889,2,100,0.482
1545,5,500,10,1.8484288354898337,0.7,0.9449109872325121,0.030691422406042057,0.9271781154468621,0.9578695378529042,1,500,0.552
1548,8,500,10,1.8484288354898337,0.7,0.9631534495021337,0.024624377667140762,0.9524782183499289,0.9771025960170696,3,300,0.496
1550,10,500,10,1.8484288354898337,0.7,0.9378721697272241,0.036633089677304165,0.9207233909787842,0.9573564806560884,3,500,0.526
1547,7,500,10,1.8484288354898337,0.7,0.9321301564722619,0.037633357041251814,0.9097661806543386,0.9473995376955904,4,600,0.504
1551,11,500,10,1.8484288354898337,0.7,0.9374353717240151,0.03270636477090394,0.9224460688179711,0.955152433588875,5,500,0.528
1549,9,500,10,1.8484288354898337,0.7,0.9459846866096864,0.03401664886039879,0.9253116096866097,0.9593282585470085,3,500,0.48
1552,12,500,10,1.8484288354898337,0.7,0.943168475360256,0.02416162604518779,0.9307907845579078,0.9549524106030955,1,400,0.516
1553,13,500,10,1.8484288354898337,0.7,0.9398816936488167,0.027390588863191567,0.925940668920121,0.9533312577833125,3,100,0.486
1554,14,500,10,1.8484288354898337,0.7,0.9519770978708177,0.032239667203435296,0.9330895509035606,0.9653292181069959,4,200,0.458
1555,15,500,10,1.8484288354898337,0.7,0.9490126312044123,0.025284646859989324,0.935805461661626,0.9610901085216154,2,100,0.514
1557,17,500,10,1.8484288354898337,0.7,0.956183321479374,0.03333926031294443,0.9403960704125178,0.9737353307254623,1,200,0.492
1556,16,500,10,1.8484288354898337,0.7,0.952288888888889,0.03291999999999984,0.9362066666666667,0.9691266666666666,4,200,0.498
1559,19,500,10,1.8484288354898337,0.7,0.950759755439669,0.035674788707067084,0.9274118863513756,0.9630866750584427,2,500,0.554
1560,20,500,10,1.8484288354898337,0.7,0.9559017857142855,0.031180803571428606,0.9358348214285714,0.967015625,1,400,0.536
1558,18,500,10,1.8484288354898337,0.7,0.9323785803237857,0.04192092154420923,0.9068337484433374,0.9487546699875467,1,500,0.514
1561,1,500,10,1.4792899408284022,0.8,0.9588518452487074,0.02837627027990719,0.9426301479764665,0.9710064182563737,3,600,0.528
1562,2,500,10,1.4792899408284022,0.8,0.9462862479985766,0.03051503291229296,0.9299857676570007,0.9605008005692937,3,600,0.514
1564,4,500,10,1.4792899408284022,0.8,0.9486575391180654,0.030418741109530467,0.9328213904694168,0.9632401315789473,1,300,0.504
1563,3,500,10,1.4792899408284022,0.8,0.9405777777777778,0.032511111111111046,0.9249822222222223,0.9574933333333333,5,300,0.5
1565,5,500,10,1.4792899408284022,0.8,0.9486301369863014,0.03553415762319878,0.9307818893435331,0.9663160469667319,2,200,0.484
1567,7,500,10,1.4792899408284022,0.8,0.9526888888888889,0.030848888888888926,0.9381288888888889,0.9689777777777778,3,300,0.502
1568,8,500,10,1.4792899408284022,0.8,0.9531666963173813,0.030517256715886898,0.9366816402775306,0.9671988969934175,5,400,0.514
1566,6,500,10,1.4792899408284022,0.8,0.9384495641344955,0.035912204234122,0.9163983276996975,0.9523105319338195,4,400,0.486
1569,9,500,10,1.4792899408284022,0.8,0.9585705390499912,0.024508539405799667,0.9454500978473581,0.9699586372531578,3,300,0.514
1570,10,500,10,1.4792899408284022,0.8,0.9427053698435275,0.031063300142247452,0.928147226173542,0.9592105263157894,3,400,0.508
1571,11,500,10,1.4792899408284022,0.8,0.9704136209663042,0.019985737208058407,0.9600240684614013,0.9800098056694597,5,500,0.526
1572,12,500,10,1.4792899408284022,0.8,0.9501090169889738,0.03584359886518329,0.9321691335333638,0.9680127323985471,3,600,0.49
1575,15,500,10,1.4792899408284022,0.8,0.952990494978479,0.02100520086083213,0.9426560258249641,0.9636612266857962,4,200,0.45
1573,13,500,10,1.4792899408284022,0.8,0.9465377777777778,0.022888888888888848,0.9336711111111111,0.95656,1,400,0.5
1574,14,500,10,1.4792899408284022,0.8,0.9583970483641536,0.03061210881934573,0.9428009423897582,0.9734130512091039,3,400,0.494
1577,17,500,10,1.4792899408284022,0.8,0.9654205192034138,0.024006490042674078,0.9557699146514936,0.9797764046941677,3,600,0.494
1576,16,500,10,1.4792899408284022,0.8,0.9443022222222222,0.033644444444444366,0.9280533333333334,0.9616977777777778,2,600,0.502
1578,18,500,10,1.4792899408284022,0.8,0.9580573361823361,0.025022257834757866,0.9470219017094017,0.9720441595441596,3,500,0.518
1579,19,500,10,1.4792899408284022,0.8,0.9560986467236466,0.023782496438746414,0.9454816595441595,0.9692641559829059,1,500,0.482
1584,4,500,10,1.2062726176115803,0.9,0.972040470672134,0.01984533784988418,0.9631395970761276,0.9829849349260118,2,400,0.524
